content,sentiment
"@chocorobos I have this one so I'm not so sad.. but wtf",sadness
"This took a melancholy turn but my point is that for all the difficulties I'm still happy. Happy that I get to be who I am.",sadness
"Nothing else could possibly put a damper on my day other than doing X-rays on someone with kickinnnnn ass breath \xf0\x9f\x98\xbf",sadness
"@comicfire The thing is, it's either I be unproductive and unhappy, or deal with some videos that do badly.",sadness
"even if it looks like we are okay,  the reality of that is were actually very worn out and forlorn",sadness
"Thank you @Pret 4 giving me a free coffee for bringing my reusable cup to the airport because it was 1st time you saw one. But #depressing",sadness
"Having a nail half hanging off is absolutely fucking grim, even with my acrylic holding it on \xf0\x9f\x98\xb7\xf0\x9f\x98\xb7",sadness
"@marielleblaine8 @princesskeilani I told pine I didn't want it so I didn't have to have it",sadness
"#RIPKara i could have seen her at a local mall or any school football games. im disheartened",sadness
"New job training= too much meat eating! Oh well. Also- got approved to drive for Lyft! Just need a car... #day35 #sober",sadness
"@Ashleyavitia_ don't leave me #sad",sadness
"Lauren Jauregui makes all my problem dissapear it amazes my sadness. She keeps me strong",sadness
"The voice is all about Miley and Alicia this year. No longer about the contestants. #sad @thevoice",sadness
"Too many are on their 'yeah, the thing going on with cops shooting innocent people is sad - but just not in my backyard, so..'  #blm",sadness
"Positive thoughts on these gloom cloudy days",sadness
"you are on an endless journey of figuring yourself out; don't be discouraged when you don't know who you are yet.",sadness
"The word happiness would lose its meaning if it were not balanced by sadness.",sadness
"come on let's make em hate \xf0\x9f\x98\x98make em pout they face \xf0\x9f\x91\xbf\xf0\x9f\x98\xa9.",sadness
"@VileBairn Turning then, the older woman looked at Sybil with a most somber expression. \\n\\n\xe2\x80\x9cShe ran away from me. But I cannot blame her.\xe2\x80\x9d",sadness
"Im so unhappy",sadness
"Texans and Astros both shut out tonight. Houston, we're back to normal. #texans #Astros #sadness #losers",sadness
"@rockcock64 cum and despair",sadness
"@TheCatHeSay I may be #alwayshungry but I haven't sunk that low yet!! @Thereluctantcat",sadness
"@kempicepoland don't think he did, and he didn't have the rucksack or laptop in his possession, murky business, on that note I'm away to bed",sadness
"$FOGO max pessimism here and no bottom (yet).  Has a solid PE ratio for a restaurant.  Let's catch it at 8 level or 10 level if it comes.",sadness
"It serves a gloomy higher than the wolves of the village",sadness
"@onefumi oh I see. I've seen so many people mourn the loss that I was surprised to see your tweet. I suppose same old here in SA",sadness
"All I want to do is watch some netflix but I am stuck here in class. #depressing",sadness
"It hasn't sunk in that I'm meeting the twins",sadness
"If Angelina Jolie can't keep a man no one can. Today we mourn because Love is dead",sadness
"Rooney = whipping boy. #mufc #sad",sadness
"First a coat. Now a pair of sunglasses. Next it'll be a limb. #lost",sadness
"Time for some despair #SDR3 #despair #fuckthisanime",sadness
"will brawndo cure my depression? @MikeJudge #Idiocracytoday",sadness
"@Jinath_Hyder I can't have alcohol on it, sadly, but it only flares up under very specific circumstances so I just need to be more careful",sadness
"I don't think Luca understands how serious I am about Fall....he has no idea what's in store for him \xf0\x9f\x98\x82\xf0\x9f\x98\x82",sadness
"I'm allowed to sulk",sadness
"And I won't even get started with Hillary and her fancy fundraisers! #depressing",sadness
"@BBCTomEnglish @TimesSport And the dreadful Franglaise.",sadness
"340:892 All with weary task fordone.\\nNow the wasted brands do glow,\\nWhilst the scritch-owl, scritching loud,\\n#AMNDBots",sadness
"the ending of how I met your mother is dreadful",sadness
"On the wheel as we grow older and become aware of ourselves as individuals with a dull responsibility in life?",sadness
"@zombieisIand yeah friends of minw have witnesse accidents and a road near me like??? cars hav like sunk?? but ih gosh be safe okay !!",sadness
"@MxJackMonroe I couldn't get on with it either. Bits started drooping that shouldn't droop. GP said mooncup alone to blame.",sadness
"Interview preparation, I hate talking about myself, one dull subject matter! #yawnoff",sadness
"@modelady24 I know, right? I had a tinge of the same thought. Glad it's Six from BSG, though. Happy the show stayed consistent after break.",sadness
"From My head to think it was better but obviously it's not #relapse #sadness #sickness #madness #misunderstanding",sadness
"@JohnWildy71 something, too confused to type an entire word \xf0\x9f\x98\x9c See, I can laugh again. My hour of sadness has almost passed",sadness
"@suddenlyapples This is an on-going affliction for me and the only cure is more Shiro",sadness
"@antoboyle I so wish you could someday come to Spain with the play, I can't believe I'm not going to see it ",sadness
"Winner #Champion #school #lastyear #gouniversity #university #me #dark #Black #webstagram #blackandwhite",sadness
"Those were the times, I thought I can never be sober. But still His grace are beyond my limits \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbe",sadness
"The animals, the animals\\nTrap trap trap till the cage is full\\nThe cage is full, stay awake\\nIn the dark, count mistakes",sadness
"A MOMENT:\\nIf you kill it in the spirit, it will die in the natural!!!'-@PRINCESSTAYE  #murder #suicide #depression #racism #pride",sadness
"Like keep grinding boy your life can change in one year, and even when it's dark out the sun is shining somewhere...'",sadness
"@Fly_Norwegian quite simply the #worst #airline #worstairline I've ever used! #shocking #appauling #dire #dismal #beyondajoke #useless",sadness
"Y'all tune into Snapchat for Beans funereal",sadness
"Nasty nasty chilly rain has put a damper on my afternoon cigar.  This is NOT a good thing. @cspanwj And FOUR #CongressCritters tomorrow?",sadness
"Sometimes people leave you halfway through the wood. Do not let it grieve you, no one leaves for good. #youarenotalone #nooneisalone",sadness
"@RashidAlMaktoum For #serious #intermediaries all required info about #project or #Owner will be mailed.",sadness
"@EBled2 Great to have you as our tournament chair and award was #serious",sadness
"@xBFDR yeah I'm sure it will, it's just so depressing having to talk to my parents over the phone instead of talking to them downstairs",sadness
"It's so gloomy outside. I wish it was as cold as it looked",sadness
"@WalshFreedom sadly, that idiot completely overlooks the facts . He had a gun pointed at police. Are they that stupid?That should be ignored",sadness
"Patti seems so sad. She stamped and ran behind the sofa. We will have to give her plenty of love and affection...more than usual. ",sadness
"I added Paul Walker on Xbox but he just spends all of his time on the dashboard. #dark #humor #funny",sadness
"On bedrest since I got out of the hospital. U find in unopened beer.. what do I do. Pour that shit out! No alcohol at all for me #sober",sadness
"conflicting reports on mama #RitaMarley health,mannn and i woke up today feeling like mi ole self(rejoice!!)now dis #sadness",sadness
"@dublinwaltz bts' \xed\x99\x94\xec\x96\x91\xec\x97\xb0\xed\x99\x94 trilogy MV is my all time fav\xf0\x9f\x99\x8c quite gloomy but beautiful as well\xe2\x9c\xa8",sadness
"@_noTORIEty lol senior year we would get early dismal for work study ,he was her boss and you know what happened next \xf0\x9f\x99\x83",sadness
"@AniahROSE I know smh. My heart sunk into my stomach.",sadness
"@Jake_Martin74 Oh and I play it capo 2nd fret in a G position RS",sadness
"@Piggiewhopays lmao! I can only imagine the frown across that face of yours. #Hilarity",sadness
"But is it your fault you worked hard and stayed the course until eventually it all paid off, no! so let it be known and count up!",sadness
"@UltimateBoxer My heart because you left me for so long again\\n\\n*slight pout but it turned to a smile*\\n\\nheheh just kidding, no I'm fine-",sadness
"1Pet 4:7  But the end of all things is at hand: be ye therefore #sober, and #watch unto prayer",sadness
"I'm not the type to flee from adversity nor does it discourage me. I'll always stand strong in the paint",sadness
"So I tried to give her time to sober up, while waiting at the our friend's house. 2 hours later, gal wake up out her nap to vomit again.",sadness
"@PatBlanchfield so you mean \xe2\x80\x9clike Uber but for despair for someone other than the driver'",sadness
"@marksandspencer Where has your 50% grapefruit squash gone,not been able to get for weeks #unhappy",sadness
"because a kitchen sink to you is not a kitchen sink to me, okay friend?",sadness
"@DxfyingGrxvity - frustration, looking up at Elphaba in a frown of aggravation. Her high pitched voice was growing more and more --",sadness
"@lebara - worst possible decision I could have made when arriving in the UK. Shocking service. Poor coverage. #unhappy",sadness
"@AdamAaronovich Well, there's no need to sulk. You can always request a song, you know.",sadness
"@xxnogard_G88 Welcome to the  dark honey !",sadness
"Rockin to  Bob Dylan singin'  Bob Dylan's 115th Dream on LPCO Klassic Rock #classicrock #klassicrock #rocknroll #blues #onlineradio",sadness
"@markoheight @Cassie_OB we sound like vampires saying we wanna sink our teeth into the TT lads and their talents \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82",sadness
"People too weak to follow their own dreams will always find a way to discourage yours.",sadness
"@MlaStandard The depth that you've sunk to. You're readership deserves more.",sadness
"Rooney ! Oh dear, oh dear ! Fucking dreadful \xf0\x9f\x99\x88\xe2\x9a\xbd\xef\xb8\x8f\xe2\x9a\xbd\xef\xb8\x8f",sadness
"life is hard., its harder if ur stupid #life #love  #sadderness #moreofsad #howdoestears #whatislife",sadness
"When you have 15 doe run the opposite side of you \xf0\x9f\x99\x81 ",sadness
"Nice to see Balotelli back to his best, good player.. Just lost his way a bit!",sadness
"I can't mourn Kid Cudi cause we have Travis Scott...",sadness
"@fitzstockcharts Gundlach calling for rounding top, doom and gloom, 15% down move",sadness
"That house on #GrandDesigns isn't in a forest it's in a wibbly wobbly pine plantation",sadness
"I believe the work I do is meaningful; my clients would agree but at the end of the day, I feel like a pawn, lost in this chaotic world.",sadness
"People are trying too hard to hate on Cam Newton without understanding his position #sad",sadness
"What do you do?'\\n'You are not worthy enough to know.' #what #serious",sadness
"I did the dishes yesterday, fell asleep, woke up to the sink full and I didn't even eat dinner but I have to do the dishes.",sadness
"I'm throwing myself straight into American Horror Story so I don't have time to grieve",sadness
"ya boy gets mad tired of pine trees",sadness
"Contactless affliction kart are the needs must regarding the psychological moment!: xbeUJGB",sadness
